instance,time_taken,optimal_cost,global_optimal_solution,rl_actions,rl_gap,rl_permutation,sa_gap,sa_permutation,bb_gap,bb_permutation,gurobi_gap,gurobi_permutation
cqap_80_2,262,2660392,"[38 65 34  0 26 78  8 32 57 11 54 23 50 22  3 42 16 51 45 28 14 13 21  1
 31 33 18 73 77 10  7  6 47 72 40 15 68  4 25 64 46 30 53 39 27 71 55 74
 19 59 37  5 48 24 29 44 35 69 62 12 58 17  9 36 61 60 56 70 41 79 43 49
 66  2 75 20 63 67 76 52]","['START', 'FW_LS', 'FW', 'OC', 'SA', 'FW_LSG', '2PO', 'FW_LSG', 'OC', 'OC', 'SA', 'FW_LSG']",0.0,"[38 65 34  0 26 78  8 32 57 11 54 23 50 22  3 42 16 51 45 28 14 13 21  1
 31 33 18 73 77 10  7  6 47 72 40 15 68  4 25 64 46 30 53 39 27 71 55 74
 19 59 37  5 48 24 29 44 35 69 62 12 58 17  9 36 61 60 56 70 41 79 43 49
 66  2 75 20 63 67 76 52]",6669660.0,"[44 20 33 48 67 27 50 24 79 25 64 59 47 45 39 40 13 42 52 51 26 65 29 16
 35 34 18 19 73 72  8 58 76  9 10  3 78 49 66 56 37  7 14 61 31 46 77 53
 75 28 15 70 36 32 57 38 11 71  0  6 23  1 30 60  4 63  5 54 68 22  2 12
 41 74 62 69 21 17 55 43]",8349674.0,"[27  5 54 73 77  9 75 10 38 16 78 62 48 17 56 11 79 12 24 45 37 32 69 42
 66 31 25 59 47  7 50 30 61  8 53 72 44 60 41 68 71 51 35 22 43 18 55 76
  2 40 57 64 74 70  3 20 67 46 23 15  0 14 36 58  6 39 28 52 26 13 63  4
 21 29 33  1 65 19 49 34]",8409242.0,"[69 71 36  9 43 25 63 10 74 59 30 15 41 23 46 14 47 26 52 61  5 77  0  8
 18 20 27 53 28 65 45 35 31 51  3 34 40 50 68  1 75 54 66 76 58 24 70 37
 22 33 67 13 56 39 60 32 44 72 64 21 73 78 79  6 49 19  2 17 16  4  7 48
 42 12 55 38 62 29 11 57]"
cqap_80_4,250,2664256,"[77 28 58 57 15 49 47 50 11 25 29 26 39 56 10 44 23 19  3 18 64 21  7  6
 20  2 53 45 79 40 37 43  9 59 14 74 51 62 69 33 63 52 22 61 72 48 16 76
 42 36 54 12 34 73 13 65 68 71 24 32  5 70 41 17 35 75 67 66  1 27 38 46
 78 55 31  8 30  0 60  4]","['START', 'FW_LSG', 'OC', 'SA', 'FW_LS', '2PO', 'FW_LSG']",0.0,"[77 28 58 57 15 49 47 50 11 25 29 26 39 56 10 44 23 19  3 18 64 21  7  6
 20  2 53 45 79 40 37 43  9 59 14 74 51 62 69 33 63 52 22 61 72 48 16 76
 42 36 54 12 34 73 13 65 68 71 24 32  5 70 41 17 35 75 67 66  1 27 38 46
 78 55 31  8 30  0 60  4]",6518834.0,"[23 73  1 15 17 67  6 22 43 39 63 49 33 42  4 10 50 24 48  8 35 52 62 12
 58 13 68 53 26 60 41 79  3 45 71 47 46 54 37 16 32 51 59 57 44 25 14 27
 56 28 20 61 30 38  7  9 78 21 74 11 31 72 70 69 75 77 66 29  0 19  2 55
 76  5 40 65 18 64 36 34]",8471614.0,"[42 37  1 75 74 44 27  0 72 22 49 41 20 21 23  4  7  9  2 29 30 64 11 14
 53 68 48 57 33 32 76 73 10 36 71 65 46 18 63 77 43 16  8 38 78 60 34 13
 52 45  5 56 19 15 26  6 40 79 54 70 67 59 25 61 17 58 66 35 55  3 69 47
 24 39 50 62 31 51 12 28]",8524110.0,"[66 69 77 63 12 23 26 27 48 35 75 65 57 60 28  8 18  2 19  0 49 64 62  4
 70  6 41 52 30  3 76 47 67 32 43 17 42 58 11 71 72 33 45 78 50 53 21 56
 54  7 37  5 55 31 34 73 46 22 24 44 25 36 74 14 61 59 40 51 39  9 29 15
  1 38 68 13 79 16 20 10]"
cqap_80_17,258,2640212,"[36 41 63 16 44 23 12 22 72 61 26 64 37  3 65 78 40 33 47  1 21 30 35 54
 27 57 19 43 48 42  7 24 49 69 29 58 73  6  9 60 11 14  5 71  0 20 18 53
 50 32 46 38 15 59 34 70 75 66 28 74 56 52 76 25 55 68 67  2 10 51 77 45
 31 79 17  8  4 13 62 39]","['START', 'FW_LS', 'FW', 'OC', 'SA', 'FW_LSG', '2PO', 'FW_LSG']",0.0,"[36 41 63 16 44 23 12 22 72 61 26 64 37  3 65 78 40 33 47  1 21 30 35 54
 27 57 19 43 48 42  7 24 49 69 29 58 73  6  9 60 11 14  5 71  0 20 18 53
 50 32 46 38 15 59 34 70 75 66 28 74 56 52 76 25 55 68 67  2 10 51 77 45
 31 79 17  8  4 13 62 39]",6546718.0,"[ 1 42 15 28 37 54  9 22 30 36 55 65 62 43 67 17 50 77 35 53 59 60 58 16
 79 40 10 57 20  3 26 52 13 47  6 34 33 64 61 18 75 48 51 29 68 11 63 74
 23  2 49 71 12 21 72  5 45 66 27 31 32 78  4 76 69 24  0  7 38 44 19  8
 25 41 39 46 70 73 56 14]",8224016.0,"[72 71  3 21 40  8 73 33 23 13  7 61 11 43 66 76  6 42 24 77 44 16 35 41
 78 27 50 17 48 30 60 10 59 26  9 28 45 67 75 58 65 74 53 25 19 36 12 63
 68 20 32 62 79 38 52 46 54 64  2 31 18 49 14 47 39 22 51 70 15 57  0 69
 56 34 55  5  4 37 29  1]",8760420.0,"[ 6 61 32 78 60 16 58 64 72 62 76 46 33 22 27 69 31 63 25 19 67 10  8  3
 38 11 37 24 74 18  2 79 39 70 23 34 28 50 42  7 41 20 36  0 26 21 55 54
 65 59  5 35 45 17 68 47 77  4 15 44  1 73 51 48 40 71 13 14 66 43 53 12
 52 49 30 75 57 29 56  9]"
cqap_80_27,256,2737866,"[56 63 22 49 62 24 71 67 74 35 14 18 43 21 16 41 77 70 53 55  3 79 51  7
 12  8 13 20  5 30  1 61 58 11 64 29 32 33 75 17  9 34  2 69 73 45 44  4
 66 42 36 50 26  6 10 37  0 19 47 28 25 78 54 48 39 46 57 60 72 31 23 76
 52 65 59 40 15 27 38 68]","['START', 'FW_LS', 'FW', 'OC', 'SA', 'FW_LSG']",0.0,"[56 63 22 49 62 24 71 67 74 35 14 18 43 21 16 41 77 70 53 55  3 79 51  7
 12  8 13 20  5 30  1 61 58 11 64 29 32 33 75 17  9 34  2 69 73 45 44  4
 66 42 36 50 26  6 10 37  0 19 47 28 25 78 54 48 39 46 57 60 72 31 23 76
 52 65 59 40 15 27 38 68]",6753986.0,"[17 18 15 76 75 62 73 50 28 10 27  5 59 51 47 46 56 54 61 63 16 34 57 69
 33 37 70  0 60 72 66 43 24  2 30 29  9  1 45  7 71 40  4 65 68 31 38 44
 39 32 21 22 11 53 67 36  8 78 20 12 48 55  3 42 74 19  6 77 14 35 25 49
 58 41 79 64 23 26 52 13]",8208790.0,"[52 39  8  7 45 24 63 51 49 58 42 74  0 47 68 77 53 15  1 20 54  6 59 12
 23 55  4 30 79 66 28 44 17 32 75 72 65 25 41 73 16  2 21 78 35 40 33 11
 76 34 71 62 60 29 13 64 43 67 31 50 48 70 37 57 46  9 56 18 27 38  3 26
 36 22 61 10 19 69 14  5]",8445692.0,"[45 23 78 31 15 40 42  0 21 11 73 50 71 72 58 49  2  9 26 34 56 14 65 48
 18 51 17 64 77 44 43 39 46 25 52 41 74 66 55 38 62 69 60  4 32 57 27 13
  1 19 75  8 16 33 54 10 12 47 28 24 29  7 59 61 22 70 63 53  5 35  6 20
 76  3 79 30 37 68 36 67]"
cqap_80_32,239,2670142,"[66 75 44 70 60 47 61 25  3 34  6 74 68 18  5 77 42 53 65 10  0 15 28 21
 26 35 37 73 64 59 43 11 46 62 48 78 63 38 50 32 33 67 39 29 22 72 54 52
 76 79 36  7 17  4  9 69 40 45 16 49 30 57 14 31 23 58 13 55  8  1 71 20
  2 19 24 41 51 56 27 12]","['START', 'FW_LS', 'FW', 'OC', 'SA', 'FW_LSG', '2PO', 'FW_LS']",0.0,"[66 75 44 70 60 47 61 25  3 34  6 74 68 18  5 77 42 53 65 10  0 15 28 21
 26 35 37 73 64 59 43 11 46 62 48 78 63 38 50 32 33 67 39 29 22 72 54 52
 76 79 36  7 17  4  9 69 40 45 16 49 30 57 14 31 23 58 13 55  8  1 71 20
  2 19 24 41 51 56 27 12]",6653662.0,"[50 58 26  5 32 25 17 21 10 61 67 45 65 73 29 72 33 31 79 69 27  8 54 42
  4 66 48 38 36 43 77 59  1 41 74  0 22 70 55 30 51 62 11 68 18 71 78 14
 40 52 23 47 35 46 19 64  3  2 57 12  6 13 56 34  7 60 63 75 28 15 20 24
 49 16 44 37 39  9 76 53]",8545014.0,"[ 9  5 72 33 77 68 53 66 22 42 14 37 40 55 17  4 43 11 31 50 49 64 41 21
 59 27 28 35 12 38 13  1 71 32 18 62 15 52 69 76  6 10  8 58 57 44 56 23
 65 78 19 79 36 26  7  3 30 46 47 75 48 70 61 34 67 63  2 54 24 60 29 74
 16 39 73 25 51  0 20 45]",8510010.0,"[27 24 73 62 48 45 69 16  2  4  0 10 34 44 22 40 61 36 41 55 72 75 12 51
  5 79  3 67 33 30 26 46 60 42 63 17 28 57  6 52 77 54 39 58 70 11 19 18
 14  9 47 13 56 20 50  1 43 23 59 25 65 15 37 32 68  8 78 49 53 74 64 21
 29  7 35 76 66 31 71 38]"
cqap_80_35,253,2681236,"[57 68 31 71 59 11 28 79 61 63 76 29 38 39 77 32 69 54 13 48 35 52 42 20
 67 14 66 74  0 16 73  8 50 19  3 36 65 26 27 58 60 33 46 21 56 37 40 45
 55 15 51 78 64 10  6 12 70 47  4  9 44 23  5  1 22 49 17  7 34 72 41 18
 25 75  2 30 62 53 43 24]","['START', 'FW_LSG', 'OC', 'OC', 'SA', 'FW_LSG', '2PO', 'FW_LSG', 'OC', 'SA', 'OC', 'FW_LSG']",0.0,"[57 68 31 71 59 11 28 79 61 63 76 29 38 39 77 32 69 54 13 48 35 52 42 20
 67 14 66 74  0 16 73  8 50 19  3 36 65 26 27 58 60 33 46 21 56 37 40 45
 55 15 51 78 64 10  6 12 70 47  4  9 44 23  5  1 22 49 17  7 34 72 41 18
 25 75  2 30 62 53 43 24]",6406890.0,"[10  7 58 63 31 18 52 76 20 56 29 67 73 57 38 27 16  9 78 66 39 53 79 54
 32  0 42 45 35 26 51 43 30 72 12 44 49 37 60 36 48  5 77 71 11 68 21 62
 75 28 19 61 41  1 47 33  4  3  8 15 65 69 55 17  6 13 59 22 74 14 40 34
 70 46 25 50 23 64  2 24]",8275986.0,"[ 0 11 66 69 45 76 42 65 20 32 38 60 54 71 79 44 33 24 31 53 63 22 28 13
 64 15  8 75 30 19 68 72 35 78  1 49 58 18 57 70 29 21 61 55 40 23  3 67
 36 43 77 16 14 17  5 46 59 47  4 10 51  9 56  2 27  6 12 62 39 37 26  7
 73 52 25 50 41 48 34 74]",8577890.0,"[62 19 33  8 44 18 67 42 14 27 24 39 41 48 31 52 32 10  7 28 79 61 71 78
 38 17 25 51 45  6  4 16 74 68 64 26 63 56 22 49 54 36 60  0 53 34 23  2
 13 35 58 50 40 70 65  1 75 30 72 55 29 12 59 11 20 47 21  9 76 77 57 37
 46  3 73  5 66 69 15 43]"
cqap_80_38,250,2704620,"[31  9 37 59 41 44 42 47 39 21 15 24  5 75 33 27 17 16 29 30 36 52 43 69
  6 55 62 64 73 48 56  2 66 45  8 54 78 60 25 18 63  3 50 49 23 79 38 74
 34  1 20 13 77 51 35 72 46 58 32 70  4 76 65  0 22  7 12 11 53 67 57 71
 14 61 19 28 26 40 68 10]","['START', 'FW_LSG', 'OC', 'OC', 'SA', 'FW_LSG', '2PO', 'FW_LSG']",0.0,"[31  9 37 59 41 44 42 47 39 21 15 24  5 75 33 27 17 16 29 30 36 52 43 69
  6 55 62 64 73 48 56  2 66 45  8 54 78 60 25 18 63  3 50 49 23 79 38 74
 34  1 20 13 77 51 35 72 46 58 32 70  4 76 65  0 22  7 12 11 53 67 57 71
 14 61 19 28 26 40 68 10]",6506814.0,"[73 66 53 22 34 20 58  0 23 52 13 74 33 70 27 28 38 42 77  4 32 68 61 63
 67 56 15  6 71 19 18  7 45  5 44 51 60 65 43 40 31 41 36  1 72 25  2  8
 49 11 12 35 47 59 76 48 79 16 46 50 17 64 78 54 30 69 75 10 21 24 57 26
 55 39 37  3  9 14 62 29]",8594880.0,"[55 73 41 26 11 59 74 42 63 78 14  3 48 13 62 77 23 65 25 18 52 67 17  9
 30 28  1 36 15 39 33 27 50 47 71 49 61 38 45 44 60 79 54 20  6  0  4 43
 58 34 21  8 76 68 16 70 12  7 46 40 10 32  2 69 22 75 66 53 72 64 24 29
 57 19 35 31 56 51  5 37]",8553366.0,"[44 72 68 36  9 63 49 33 79 78 16 37 66 39 26 52 48 47  5 60 18 10 19 55
 46 38 71 12  8 75 67  3 11  1  4  2  6 56 21 15 22 31 35 43 54 32 62 17
 14 34  7 64 13 53 61 25  0 20 51 70 28 76 30 57 41 24 29 59 69 58 42 77
 73 45 40 65 27 50 23 74]"
cqap_80_40,254,2673214,"[59 11 71 69  1 15 70 29 25 13  0 17 26  7  8 78 46 67 27 37  9 66 68 61
 38 41 63  6  2 73 36 45 12 20 60 14  3 72 19 75 64 30 10 76 24 51  4 47
  5 52 48 44 54 34 50 49 77 57 74 55 42 21 79 56 43 62 53 35 65 16 28 40
 33 58 22 18 23 31 32 39]","['START', 'FW_LS', 'FW', 'OC', 'SA', 'FW_LSG', '2PO', 'FW_LSG']",0.0,"[59 11 71 69  1 15 70 29 25 13  0 17 26  7  8 78 46 67 27 37  9 66 68 61
 38 41 63  6  2 73 36 45 12 20 60 14  3 72 19 75 64 30 10 76 24 51  4 47
  5 52 48 44 54 34 50 49 77 57 74 55 42 21 79 56 43 62 53 35 65 16 28 40
 33 58 22 18 23 31 32 39]",6667950.0,"[50 60 43 25 63 73 49 33 35 71 21 20 40 39 62 32  6 45 11  2 15  0 19 17
 76 52 68 51 14 75 30  8 69 10 67 31 41  1 34 38 42 47 56 54  3 72  7  5
 36 24 53 77 74 48 12 57 23 22 28 18 44 66 78  4 70  9 59 46 64 16 13 58
 37 65 55 27 29 61 79 26]",8588556.0,"[73 15 48 11 56 61 21 26  9 42 34 45 38  3 66 23 70 39 20 13 76 67 62 43
 27 68 41 28 29 47 59 32 18 58 17 72 65  4 24 16 33 57  6 71 44 31 75 74
 19 46 51 12 60 36 10 40 14 69  5 64 78 25 22  8 52 54  0  2 53 55 30 63
  1 79 77 37  7 50 35 49]",8403972.0,"[60 34 29 48 50 58 42 25 12 57 38 66 22  9  7 36 51  1 18 44 13 45 39 47
 64 59 63 56 70 28 53 15 54  5 19 79 78 33 73 71 30 10  3 46 41 55 11 76
  8 17 74 67  6 77 23 27 14  0 75 32 16 26 43 20 68 69  4 61 24 37 52 35
  2 40 31 49 65 72 21 62]"
cqap_80_43,249,2662492,"[21 37 41 17 64 65 58 54 76 36  4 50 22 49 72 26 44 59 45  1 13 23 68 14
  3  7 53 79 55 25 75 62 28 39 46 63 33 30  8 15 32 69 77  9  6 67 43 31
 42 12 70  0 38 66  5 47 57 61 73 29 51 24 10 78 34 71 40 48 18 56 20 52
 27 11 19 74 35 16  2 60]","['START', 'FW_LSG', 'OC', 'SA', 'FW_LS', 'FW_LS', 'FW_LSG', 'FW_LSG', 'OC', 'OC', 'SA', 'FW_LSG', 'FW_LSG']",0.0,"[21 37 41 17 64 65 58 54 76 36  4 50 22 49 72 26 44 59 45  1 13 23 68 14
  3  7 53 79 55 25 75 62 28 39 46 63 33 30  8 15 32 69 77  9  6 67 43 31
 42 12 70  0 38 66  5 47 57 61 73 29 51 24 10 78 34 71 40 48 18 56 20 52
 27 11 19 74 35 16  2 60]",6614638.0,"[30 64  1 67 73 11 79 66 19 35 26  5 28 55  2  6 75 34 76 36 33 12 32 46
 71 45 22 15 68 43 23 63  7 17 20 37 25 47 59 29  8 60 52 39 13 41 38  3
 24 53 31 18 40 72 50 48 56 44  0 61 10 27 21 51 42 62 57 78 58 74 70 69
 54  4 65 49 77  9 16 14]",8471602.0,"[13 57 54 10 17 72 30 55 34 46 67 38 66 35  1 40 16  6 19 62 26 18 36 27
 65 52 70  9 45  5 22 74 60 69 37 73 32  3 21 59 11 29 51 42  8 15  2 76
 75 49 28 41 77  4 56 25 43 79 47  7 78 20 23 33 44 64 31 50 24 14 48 39
  0 71 53 61 58 68 12 63]",8652688.0,"[68 71 44 26 13  7 22 31 65 25 40 20 56 61 55 46 17 19 35  0 73 11 34 23
 52  4 14 59 75 51 60 54 53 70 67 63  5 43 39 48 76 41 28 66 42  2 49 29
  8 15 32 47 24 50 18 10 21 57 45 79 62 78 74 64  3 37 38 16 77 69 72  9
 36  6  1 33 30 58 27 12]"
cqap_80_52,250,2709492,"[60  5 13 74 30 78 36 28 24 66 56 47 75 52 15 22 34 19 67  4 54 45 35 23
 72 10 57 46 14 25 79 65 61 33 21 44 17 11 43 53  2 32 63  7  3  6 16 55
 49 20 29 18 71 26 40 76 12 31 50 59  9 69  8 27 37 73 70 39 48 68  1 62
  0 41 58 64 51 38 77 42]","['START', '2O', 'FW', 'OC', 'SA', 'FW_LSG']",0.0,"[60  5 13 74 30 78 36 28 24 66 56 47 75 52 15 22 34 19 67  4 54 45 35 23
 72 10 57 46 14 25 79 65 61 33 21 44 17 11 43 53  2 32 63  7  3  6 16 55
 49 20 29 18 71 26 40 76 12 31 50 59  9 69  8 27 37 73 70 39 48 68  1 62
  0 41 58 64 51 38 77 42]",6581516.0,"[40 43 54 72 59 12 22 50 76 14 31  1 29 62 49 69 44 75 74 45  6 20 15 34
 60  8 71 52  0 11  7 47 57 63 24  9 41 36  3 53 32 79  5 64 26 46 18 56
 28 68 10 66 17 21 30 73 35 33 27 65 19 23 55 70 58 37 39 25 67 48 42 16
 78 51 38 61 13 77  2  4]",8616018.0,"[55 54 60  5 40 24 47 37 44 34 74 38 45  4 41 20  7 73 18 13 63 49 10 27
 30 56 70 75 58 36 46 19 23 48 52 68 11 32 39  0 42 17 65 15  3 21 71 50
 72 61 79 59 64  8 77 35 78 28 29  9 51 53 76 62  2 26 33 14 43 69 25 16
  6 67  1 22 12 31 66 57]",8243472.0,"[53 37 54 62 44 79 35  6 75 10  2 34 55 43 70 11 51 40  0  7  5 47 65 71
 66 13 15 20 48 67 32 28 26 22 16 12 14 23 17 73 77 58 74 27 31 60 41 52
 25 50 68 78 64  4 42 46 49 19 57  3 21 29 30 63 38 18 39 61 72 33 76 36
  1  8 45  9 59 56 24 69]"
