instance,time_taken,optimal_cost,global_optimal_solution,rl_actions,rl_gap,rl_permutation,sa_gap,sa_permutation,bb_gap,bb_permutation,gurobi_gap,gurobi_permutation
pqap_15_75,24,34320,[12  5  3  9  4 14  8 10 13  0  7  2 11  1  6],"['START', '2PO', '2PO', '2PO', 'OC', 'OC', 'SA', 'SA', 'SA', 'SA']",0.0,[12  5  3  9  4 14  8 10 13  0  7  2 11  1  6],348.0,[13  4 10 11  1 14 12  8  9  5  0  3  7  6  2],836.0,[14 13 12 11 10  8  7  3  9  5  2  6  1  0  4],1752.0,[ 0 10 12  6  1  8  5  7 14  4  2  3  9 11 13]
pqap_15_81,23,28700,[12  6  7 11  3  4  0 14  8  9 13  5  2 10  1],"['START', '2O', 'FW', 'OC', 'SA', 'FW_LSG', 'FW_LSG', 'FW_LSG', 'SA', 'OC', '2O', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",0.0,[12  6  7 11  3  4  0 14  8  9 13  5  2 10  1],364.0,[ 6 13  3  8  4  0  1  5  2 14  9 12 10  7 11],432.0,[14 13 12 11 10  9  3  8  0  1  4  2  6  5  7],2244.0,[ 2  5  0 13 11  6  8  1 12  4 14  9 10  3  7]
pqap_15_84,24,31200,[ 5 13  0 12 10  3 11  9 14  1  4  6  8  7  2],"['START', 'SA', 'OC', 'SA', 'FW_LS', 'SA', '2O']",0.0,[ 5  4  0 12 10  3 11  9 14  1 13  6  8  7  2],272.0,[ 9  5  2  7  4  0 12 14  8  3 11 10 13  6  1],724.0,[14 13 12 11 10  9  7  5  8  4  6  1  2  0  3],2368.0,[11  0 12 14  1  4  2  7  6  3 10  5 13  9  8]
pqap_15_98,23,39388,[ 3  6  0 14 11 10 12  7  8  5  9  1  4  2 13],"['START', 'OC', 'OC', 'OC', '2O', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",0.0,[ 3  6 13 14 11 10 12  7  8  5  9  1  4  2  0],216.0,[ 2  0 12  7 13  8  6  1 10  4 11  9  5 14  3],316.0,[14 13 12 11 10  8  7  9  1  2  5  0  3  6  4],3976.0,[ 2  0 11 13 10  4  1 14  5  8 12  9  6  3  7]
pqap_15_103,23,37324,[ 2  1  3 10  0  8 14 11 12  5  6  9  7  4 13],"['START', '2O', 'FW', 'OC', 'SA', 'OC', '2PO', 'SA', 'SA']",0.0,[ 2  1  3 10  0  8 14 11 12  5  6  9  7  4 13],584.0,[ 6  9  1  2 10 11 12  0  4  5  8 13  3  7 14],608.0,[14 13 12 11 10  9  8  1  0  6  4  3  5  7  2],2612.0,[13  2  5  1 10 11 14  4  3  6  9 12  0  8  7]
pqap_15_108,23,42300,[ 5  3 11  4  7  8  6  9  0 10 13 12 14  2  1],"['START', '2O', 'FW', 'OC', 'SA', '2O']",0.0,[ 5  3 11  4  7  8  6  9  0 10 13 12 14  2  1],452.0,[10 12 14  4  5  2  0  6 11  3  9  1  7 13  8],520.0,[14 13 12 11 10  8  7  2  5  0  3  6  1  9  4],1384.0,[13  1 10 12 14  5 11  6  7  2  0  8  9  3  4]
pqap_15_111,23,29896,[12  7 14  3 13  0  9  2  4  1  8 11  5 10  6],"['START', '2O', 'FW', 'OC', 'SA', '2O']",0.0,[12  7 14  3 13  0  9  2  4  1  8 11  5 10  6],112.0,[11 13  5  6 14 12  0  4  9  2  3  1  8  7 10],500.0,[14 13 12 11 10  9  2  4  1  8  3  0  5  7  6],1472.0,[ 5  1 12 13  8  6 14  9 10  0  4 11  7  2  3]
pqap_15_125,26,34352,[ 8 10 13 12  5  9  0  4  2 11  7  1  6 14  3],"['START', '3O', 'FW', 'OC', 'SA', 'OC', 'SA', 'SA', 'SA', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",0.0,[ 8 10 13 12  5  9  0  4  2 11  7  1  6 14  3],436.0,[13 12  9  7  4 14 11 10  0  5  8  1  6  2  3],468.0,[14 13 12 11 10  8  6  4  2  9  3  5  0  7  1],3432.0,[10 14  7 12  3  2 13  8 11  6  4  1  9  0  5]
pqap_15_127,23,24000,[ 8  9 12  2  6 14  4  3  5  7  1 13 10  0 11],"['START', '2O', 'FW', 'OC', 'SA', 'OC', 'SA', 'SA', 'SA', 'OC', 'OC', 'OC', '3PO', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",0.0,[ 8  9 12  2  6 14  4  3  5  7  1 13 10  0 11],224.0,[13  2  3  4  6  9  1  7 11  0 14  8 10  5 12],488.0,[14 13 12 11 10  9  4  8  5  7  1  6  2  0  3],1508.0,[ 8 12 13 11  1  3  4  2  0 14  6 10  9  7  5]
pqap_15_140,24,23184,[ 1  8  9 14  3  2  0  6 12  4 10  7 11 13  5],"['START', '2O']",0.0,[ 1  8  9 14  3  2  0  6 12  4 10  7 11 13  5],328.0,[13  4  6  2  0 12  7  3 11  9  5 14  8  1 10],580.0,[14 13 12 11 10  8  7  9  1  4  3  0  6  2  5],1652.0,[ 5  1  9  6  0 14  7 10  2  4 12 11  8  3 13]
pqap_15_146,25,29700,[14  7 12  3 13  4 11  1  0  8  9  6 10  5  2],"['START', '2O', 'FW', 'OC', 'SA', 'FW_LSG', 'FW_LSG', '2O']",0.0,[14  7 12  3 13  4 11  1  0  8  9  6 10  5  2],296.0,[13  5 12  4 11  7 10  9  3  1  0  2 14  8  6],348.0,[14 13 12 11 10  9  8  0  1  7  2  6  3  4  5],1684.0,[ 7  8  0 11 13  1  9  6  3 14  2  4  5 12 10]
pqap_15_155,23,26004,[ 0  3  4 12  5 10  2  9  8 13  7  6  1 11 14],"['START', '2O', 'FW', 'OC', 'SA', 'FW_LSG', '2O']",0.0,[ 0  3  4 12  5  7  2  9  8 13 10  6  1 11 14],376.0,[12  3  4  8  0  5 10  7  2  6 14  1  9 13 11],676.0,[14 13 12 11 10  9  3  8  0  4  2  5  7  1  6],1444.0,[ 9  4  2 11 14  0  7  1  5  6 12 13  8  3 10]
pqap_15_170,24,40480,[ 9 11  2  4  1  7  3 14  6  8 13 12 10  5  0],"['START', '2O', 'FW', 'OC', 'SA', 'OC', 'SA', 'SA', 'SA', 'OC', '2O']",0.0,[ 9 11  2  4  1  7  3 14  6  8 13 12 10  5  0],552.0,[ 1  3 13  4  0 11 14  8  6 12  5 10  7  9  2],1180.0,[14 13 12 11 10  9  6  0  7  8  1  4  2  5  3],3548.0,[11  9  7  0 10  2  4 14  8  6  1 12 13  5  3]
pqap_15_189,26,24084,[ 9  6 14 10  7  8  1 11  0  4  3 13  5 12  2],"['START', '2O', 'FW', 'OC', 'SA', 'OP', '2O']",0.0,[ 9  6 14 10  7  8  1 11  0  4  3 13  5 12  2],288.0,[10  1  0  3  2 14  7 12  6 13  5 11  9  8  4],688.0,[14 13 12 11 10  8  6  5  0  3  9  1  7  2  4],1720.0,[ 9 12  8  7  5  4  3 11  6  0 13 10  2  1 14]
pqap_15_191,21,32976,[10 12  0  6 11 14 13  9  2  5  8  1  7  4  3],"['START', '2O', 'FW', 'OC', 'SA', 'OC', 'OC', 'SA', 'SA', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",0.0,[10 12  0  6 11 14 13  9  2  5  8  1  7  4  3],364.0,[ 9  3  1  2 10 12 14 11  6  7 13  0  5  4  8],824.0,[14 13 12 11 10  9  0  7  8  5  1  4  2  6  3],5324.0,[10 12  3 13  2  0 11  4  7  8  5  9 14  6  1]
pqap_15_197,28,46020,[13  9  1  4  2  6 11  3  5 12  8  7 14  0 10],"['START', '2O', 'FW', 'OC', 'SA', '2O']",0.0,[ 7  9  1  4  2  6 11  3  5 12  8 13 14  0 10],196.0,[ 1  4  7  8  9 11  3  6 14 13  2 10  5  0 12],692.0,[14 13 12 11 10  9  0  3  1  6  7  2  5  4  8],1540.0,[13  4  0  7  3  8  5  9 14 11 10  6  2  1 12]
pqap_15_220,24,30552,[ 8 14  5 11 13  1  9  6  7  4 12  0  2 10  3],"['START', '2O', 'FW', 'OC', 'SA', 'FW_LSG', 'FW_LS', 'SA', '2O']",0.0,[ 8 14  5 11 13  1  9  6  7  4 12  0  2 10  3],448.0,[10  0  4  7 13  1 11  2 14  5  8 12  6  3  9],788.0,[14 13 12 11 10  9  7  3  1  0  4  5  8  6  2],1056.0,[11  5  6 13  3  0 10  4  2 12 14  9  7  8  1]
pqap_15_223,23,40320,[12 13  9 11  4  5  7  3  1 10  2  6 14  8  0],"['START', '2O', 'FW', 'OC', 'SA', 'SA', 'OC', '2O']",0.0,[12 13  9 11  4  5  7  3  1 10  2  6 14  8  0],376.0,[11 10  9  2 14  4  6 12  7  1  3 13  8  0  5],568.0,[14 13 12 11 10  9  5  4  1  6  2  7  8  3  0],3728.0,[13  9  8  7  4  6 10  5 14  2 11 12  1  3  0]
pqap_15_232,21,22000,[12  3  6  7  4  9  1 14 10 13  2  5  8  0 11],"['START', '2O', 'FW', 'OC', 'SA', 'OC', 'OC', 'OC', 'SA', 'SA', 'SA', 'OC', '2O', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",0.0,[12  3  6  7  4  9  1 14 10 13  2  5  8  0 11],196.0,[ 9  6 12 10  2  0 14  8  1  5  4  3 11 13  7],508.0,[14 13 12 11 10  8  9  5  7  2  1  3  6  0  4],1096.0,[13 11  5  4  6  3  8 14 10  2  1 12  0  9  7]
pqap_15_234,25,39852,[ 4 10  9 11 14  7  2  3  0 13  5  6 12  8  1],"['START', '2O', 'FW', 'OC', 'SA', 'FW_LSG', 'FW_LSG', '2O', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",0.0,[ 4 10  9 11 14  7  2  3  0 13  5  6 12  8  1],508.0,[ 2  3 13  6 10 12  5  9  7  0 14  8  1 11  4],864.0,[14 13 12 11 10  8  9  3  2  7  6  0  4  1  5],2600.0,[ 6  4  8 10  3  7  5 11  2 13  0  9 12  1 14]
pqap_15_251,23,37840,[14 13  3 11  7 10  2  0  9  6 12  4  8  5  1],"['START', '2O', 'FW', 'OC', 'SA', 'OC', 'SA', 'SA', 'SA', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",0.0,[14 13  3 11  7 10  2  0  9  8 12  4  6  5  1],268.0,[ 5  0  1  8  9 13 12 11  3  4 14  2  7 10  6],444.0,[14 13 12 11 10  9  0  1  5  7  8  6  4  3  2],3160.0,[ 2  9  4  1  8 12 13  0 14  3 11  7  5  6 10]
