instance,time_taken,optimal_cost,global_optimal_solution,rl_actions,rl_gap,rl_permutation,sa_gap,sa_permutation,bb_gap,bb_permutation,gurobi_gap,gurobi_permutation
pqap_20_177,18,98686,[12 11  4  5  8  3  9 18 15 19 10 17 13  1 14  2  0  6 16  7],"['START', 'SA', 'FW', 'OC', 'SA', 'OC', 'SA', 'SA', 'SA', 'SA', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",236.0,[13 12  0  5 11 15  8 18  3 19  7 14  1 17  6  2  9  4 16 10],724.0,[11  8  6  4  9  7 19 15 14 13  2 17 12 10  1  5 16 18  0  3],2268.0,[19 18 17 16 15 14 13 12 11 10  9  6  2  3  7  4  1  0  5  8],8184.0,[ 0  2 15 13  8 12 17  4  3 10  1 14  9 18 11 16  7  6 19  5]
pqap_20_187,18,67872,[18 11 14  4  1  7 17 16  3 15  5  0 13  8  9  2 12 19  6 10],"['START', '2O', 'FW', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",188.0,[18 11 12  4  3  6 17 16  2 15  5  0 13  8  9  1 14 19  7 10],728.0,[ 7 19 11  5  2  4 10 16  8 12 14  1 13  3  9  0 18  6 15 17],1796.0,[19 18 17 16 15 14 13 12 11 10  9  5  2  6  8  4  1  0  7  3],3056.0,[15 11  4  8  7  5  3  2 13 14  0 19  9  1 18 16 17 12 10  6]
pqap_20_194,19,84600,[ 6 13  8 16  9 12  7 18 19  2 14  4 15 10  1 17  5  0 11  3],"['START', '2PO', '2PO', 'FW_LS', '2O', 'OC', '2O', '2O', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",228.0,[15 13  3 16  4 12 10 14 19  2 18  9  6  7  1 17  5  0 11  8],700.0,[18  0 15 10  6  4 13 16  2  5 17 14 11 19  3  7  1  8  9 12],2248.0,[19 18 17 16 15 14 13 12 11 10  9  5  4  1  2  6  3  7  8  0],3452.0,[ 2 19 12  5 11  0  1  7  6  3  8 18 15  4 14 10 13 17 16  9]
pqap_20_197,21,90970,[ 4  5 17 18 12  2  6  1  0 10  3  7 15 16 14  8 19  9 11 13],"['START', '2O', 'FW', 'OC', 'SA', 'OC', 'OC', 'OC', 'SA', 'SA', 'SA', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",140.0,[18 19 12  4  9 14 16  8  3  2 15 17 10 13 11  7  6  5  0  1],436.0,[ 3  2 17 12  4 19  6  5  0  9 18  7 15 16 14 10 13 11  8  1],2656.0,[19 18 17 16 15 14 13 12 11 10  9  6  2  3  8  1  4  0  5  7],3516.0,[15  6 17 19 11  8  7 18  2  0  1 13 12 10  9  4 14  5 16  3]
pqap_20_204,19,90200,[ 6  1  9  3  0 18  5  7 12 13 19  2 11 15 10 17  4  8 16 14],"['START', '2O', 'FW', 'OC', 'SA', 'OC', 'OC', 'OC', 'SA', 'SA', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",208.0,[ 6  1 12  3  0 14  4  7  9 13 15  2 11 17 10 19  5  8 16 18],844.0,[14  8  7 10  4  5 13 16  0  6 17 12  3 19  1  9 15 18 11  2],1476.0,[19 18 17 16 15 14 13 12 11 10  9  1  0  3  5  7  8  2  6  4],5332.0,[ 4  5 10 16  1  6  0  2 13  8  9 17 12 15  3 18  7 14 19 11]
pqap_20_206,19,84976,[19  0 11 12  9 10  6  1 17 15  3 18  2 16  8  5 13 14  7  4],"['START', 'SA', 'FW', 'OP', 'SA', 'OC', 'OP', '2O']",220.0,[12  0  7 19  9 18  6  1  8 15  3 11  2 17 10  5 13 14 16  4],876.0,[17  9  7 18 16 13  5  0  4 14  2 10  1  6 12  3  8 19 15 11],1552.0,[19 18 17 16 15 14 13 12 11 10  9  5  1  3  4  6  2  7  0  8],5248.0,[ 4 13  7 11  5 10 16  6  1 12  2  9 14 18  3 17  8 15 19  0]
pqap_20_211,20,74520,[14  9 11 15  6 10  4  2  5  8  0 18  1 19 12  7 17  3 16 13],"['START', 'SA', 'FW', 'OC', 'SA', 'OC', 'SA', 'SA', 'OC', '2O']",184.0,[ 4 17  7 13 10  6  8  2  9 14  0 18  1 19 12 11  5  3 16 15],624.0,[ 2 12 16  4  6  7 11 19  8 10 17 13 15  0  3 14  1 18  5  9],4096.0,[19 18 17 16 15 14 13 12 11 10  8  9  6  0  7  5  2  4  1  3],2092.0,[12 10  2 11  5  3  1  9  4 17 19 13 16 18  8 14 15  7  0  6]
pqap_20_215,19,96288,[10  7 15  5  2  8 17 16  3  1 11  0  9 12 14  4 18  6 13 19],"['START', 'SA', 'FW', 'OC', '2O']",224.0,[16 12  5 15  2 13  3  4 17 18  9  0  6  7 14 10  1 11  8 19],668.0,[ 3  6 10 17  9  2 13 14  1  7  4 11  5 18 16  8 12  0 19 15],4148.0,[19 18 17 16 15 14 13 12 11 10  9  0  8  1  5  6  4  7  2  3],5088.0,[19  1  0  9  6 18  7  2 17 11 15 16  4  8 13  3 14 10 12  5]
pqap_20_218,18,67080,[15 17 18 19  4 10 12  7  9 13 11 16  1  5  8  0 14  2  6  3],"['START', '2O', 'FW', 'OC', 'SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'OC', 'SA', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",56.0,[15 17 11 12  4 10 19  7  9 13 18 16  1  5  8  0 14  2  6  3],884.0,[ 1 10  2  4 15 11 18  8 16  7 12  9  5  6 17 13  0 19 14  3],1776.0,[19 18 17 16 15 14 13 12 11 10  9  5  0  6  4  2  7  8  3  1],3492.0,[ 9  7 13 16 14 17  2  5  3  1 18  4  8  6 12  0 10 11 19 15]
pqap_20_226,20,77028,[ 3 15 17  5 16  8  0 13 18 10 14  9 11  4 19  2  6  1  7 12],"['START', '2PO', '2PO', 'FW_LS', '2O', 'OC', '2O', 'OC', 'OC', 'OC', 'SA', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",236.0,[ 2  9 17 15 13  5  0 16 18  7 14  8 11  1 19  3  6  4 10 12],748.0,[ 3  1  4 15 13 11  5  9 17 12 14 16 19 10 18  8  0  6  7  2],2052.0,[19 18 17 16 15 14 13 12 11 10  9  2  7  3  6  0  5  1  4  8],3852.0,[15 13 18 16  3 12  0  6 14  2 17 19 10  4  5  8  7 11  9  1]
pqap_20_230,21,88300,[12 19  4  2  0  8  9  3  5 15  6 13 16 18 17 10  7  1 14 11],"['START', '2O', 'FW', 'OC', 'SA', 'OC', 'OC', 'OC', 'SA', 'SA', 'SA', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",228.0,[ 8 19 11  6  0 12  9  3  5 15  2 13 16 18 17 10  7  1 14  4],780.0,[ 9  2 14 11 12 16  5  4  0  6  3  7 10 13  1 15 18 17  8 19],1484.0,[19 18 17 16 15 14 13 12 11 10  9  6  1  4  8  7  3  0  2  5],2504.0,[ 1  9  4 18 11 15 14 12 17 10  8  0  6  3 19 16  7 13  5  2]
pqap_20_236,18,90288,[16 19  6  1 15 18  8 13  9  7 11 12  5 10 14  3 17  0  2  4],"['START', '2O', 'FW', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",140.0,[13 19  9  1 17 18  8 16 12  5  4  7 11 10 14  3 15  0  6  2],540.0,[16 13  5 15 18 19  9  0  3 12  1  8 11  7  4 14 17  2  6 10],1556.0,[19 18 17 16 15 14 13 12 11 10  9  1  3  5  8  6  7  0  4  2],1916.0,[ 2  9 13 14  4  5 10  7  3  1 11  8 17  0  6 18 16 12 15 19]
pqap_20_238,21,99852,[ 8 14  0 11  5  3  7 19 12 15  4 17 13  6  9 18 16  2  1 10],"['START', '2O', 'FW', 'OC', 'SA', 'OC', 'OC', 'OC', 'SA', 'SA', 'SA', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",212.0,[ 8 14  0  5 13  3  7 19 10 16 12 17 11  6  9 18 15  2  1  4],876.0,[ 8 12  7 11  9 18 19  3 14 13  6  4  5 16 17  2  1 15 10  0],3728.0,[19 18 17 16 15 14 13 12 11 10  8  9  3  5  4  0  1  6  7  2],2664.0,[12 13  1  8  7 16  6  0 19 11 18  2 14  4  9  5  3 17 15 10]
